order_id,order_date,region,customer_id,product,category,quantity,unit_price,revenue,cost,profit
ORD-00077,2025-09-10,North,CUST-0104,Laptop,Electronics,3,965.29,2895.87,1950,945.87
ORD-00078,2025-12-10,North,CUST-0012,Headphones,Accessories,1,104.78,104.78,35,69.78
ORD-00079,2025-03-22,North,CUST-0079,Monitor,Electronics,3,302.52,907.56,540,367.56
ORD-00080,2025-08-22,South,CUST-0090,Mouse,Accessories,6,39.97,239.82,90,149.82
ORD-00081,2025-02-22,South,CUST-0140,Keyboard,Accessories,1,62.71,62.71,25,37.71
ORD-00082,2025-12-26,North,CUST-0072,Office Chair,Furniture,6,264.39,1586.34,720,866.34
ORD-00083,2025-09-04,East,CUST-0001,Mouse,Accessories,7,38.34,268.38,105,163.38
ORD-00084,2025-04-14,North,CUST-0007,Printer,Electronics,7,209.25,1464.75,630,834.75
ORD-00085,2025-10-29,West,CUST-0122,Desk,Furniture,2,338.51,677.02,300,377.02
ORD-00086,2025-02-09,South,CUST-0094,Office Chair,Furniture,4,230.33,921.32,480,441.32
ORD-00087,2025-04-02,South,CUST-0126,Monitor,Electronics,4,311.65,1246.6,720,526.6
ORD-00088,2025-09-12,West,CUST-0059,Office Chair,Furniture,7,244.02,1708.14,840,868.14
ORD-00089,2025-01-27,East,CUST-0080,Headphones,Accessories,3,92.12,276.36,105,171.36
ORD-00090,2025-04-20,South,CUST-0022,Mouse,Accessories,7,41.15,288.05,105,183.05
ORD-00091,2025-08-10,North,CUST-0112,Keyboard,Accessories,1,58.92,58.92,25,33.92
ORD-00092,2025-10-27,East,CUST-0129,Laptop,Electronics,4,869.45,3477.8,2600,877.8
ORD-00093,2025-11-27,East,CUST-0136,Laptop,Electronics,7,902.37,6316.59,4550,1766.59
ORD-00094,2025-01-07,East,CUST-0082,Printer,Electronics,6,237.27,1423.62,540,883.62
ORD-00095,2025-04-22,East,CUST-0124,Printer,Electronics,6,208.62,1251.72,540,711.72
ORD-00096,2025-07-08,South,CUST-0009,Keyboard,Accessories,2,57.46,114.92,50,64.92
ORD-00097,2025-02-03,West,CUST-0089,Keyboard,Accessories,7,57.99,405.93,175,230.93
ORD-00098,2025-02-03,West,CUST-0008,Monitor,Electronics,4,308.35,1233.4,720,513.4
ORD-00099,2025-02-01,East,CUST-0031,Mouse,Accessories,5,36.88,184.4,75,109.4
ORD-00100,2025-02-28,South,CUST-0064,Desk,Furniture,6,325.86,1955.16,900,1055.16
ORD-00101,2025-02-27,South,CUST-0094,Monitor,Electronics,2,311.79,623.58,360,263.58
ORD-00102,2025-11-22,West,CUST-0113,Desk,Furniture,4,358.13,1432.52,600,832.52
ORD-00103,2025-07-06,West,CUST-0094,Printer,Electronics,7,223.2,1562.4,630,932.4
ORD-00104,2025-12-20,East,CUST-0089,Laptop,Electronics,3,907.47,2722.41,1950,772.41
ORD-00105,2025-01-14,North,CUST-0012,Headphones,Accessories,4,99.59,398.36,140,258.36
ORD-00106,2025-07-03,West,CUST-0140,Monitor,Electronics,5,304.49,1522.45,900,622.45
ORD-00107,2025-09-28,East,CUST-0053,Desk,Furniture,5,372.61,1863.05,750,1113.05
ORD-00108,2025-01-16,South,CUST-0143,Keyboard,Accessories,1,61.11,61.11,25,36.11
ORD-00109,2025-11-08,East,CUST-0117,Desk,Furniture,7,375.02,2625.14,1050,1575.14
ORD-00110,2025-07-23,South,CUST-0038,Desk,Furniture,7,347.57,2432.99,1050,1382.99
ORD-00111,2025-09-01,East,CUST-0150,Office Chair,Furniture,3,247.4,742.2,360,382.2
ORD-00112,2025-07-05,West,CUST-0079,Headphones,Accessories,2,92.74,185.48,70,115.48
ORD-00113,2025-10-11,East,CUST-0147,Monitor,Electronics,6,297.91,1787.46,1080,707.46
ORD-00114,2025-03-06,East,CUST-0018,Headphones,Accessories,4,102.84,411.36,140,271.36
ORD-00115,2025-08-24,West,CUST-0013,Monitor,Electronics,6,277.13,1662.78,1080,582.78
ORD-00116,2025-04-05,West,CUST-0048,Laptop,Electronics,6,937.1,5622.6,3900,1722.6
ORD-00117,2025-07-01,South,CUST-0137,Headphones,Accessories,1,94.1,94.1,35,59.1
ORD-00118,2025-03-14,South,CUST-0093,Monitor,Electronics,2,297.18,594.36,360,234.36
ORD-00119,2025-09-21,West,CUST-0077,Keyboard,Accessories,2,63.14,126.28,50,76.28
ORD-00120,2025-06-01,South,CUST-0017,Headphones,Accessories,4,105.83,423.32,140,283.32
ORD-00121,2025-01-27,East,CUST-0126,Printer,Electronics,2,218.25,436.5,180,256.5
ORD-00122,2025-10-05,South,CUST-0067,Headphones,Accessories,3,101.41,304.23,105,199.23
ORD-00123,2025-10-16,North,CUST-0108,Laptop,Electronics,2,863.38,1726.76,1300,426.76
ORD-00124,2025-12-29,South,CUST-0030,Mouse,Accessories,3,39.97,119.91,45,74.91
ORD-00125,2025-08-24,East,CUST-0056,Office Chair,Furniture,6,242.14,1452.84,720,732.84
ORD-00126,2025-10-30,North,CUST-0116,Mouse,Accessories,2,43.04,86.08,30,56.08
ORD-00127,2025-07-20,West,CUST-0024,Monitor,Electronics,3,300.76,902.28,540,362.28
ORD-00128,2025-06-27,South,CUST-0037,Printer,Electronics,3,231.86,695.58,270,425.58
ORD-00129,2025-09-25,East,CUST-0098,Office Chair,Furniture,2,267.61,535.22,240,295.22
ORD-00130,2025-07-10,North,CUST-0083,Headphones,Accessories,3,105.6,316.8,105,211.8
ORD-00131,2025-11-27,East,CUST-0067,Mouse,Accessories,3,41.91,125.73,45,80.73
ORD-00132,2025-03-28,West,CUST-0088,Printer,Electronics,4,203.58,814.32,360,454.32
ORD-00133,2025-09-24,East,CUST-0024,Office Chair,Furniture,6,242.32,1453.92,720,733.92
ORD-00134,2025-08-06,South,CUST-0022,Mouse,Accessories,5,37.3,186.5,75,111.5
ORD-00135,2025-10-30,East,CUST-0077,Headphones,Accessories,6,92.61,555.66,210,345.66
ORD-00136,2025-02-08,North,CUST-0043,Laptop,Electronics,5,871.65,4358.25,3250,1108.25
ORD-00137,2025-01-31,South,CUST-0046,Mouse,Accessories,3,39.69,119.07,45,74.07
ORD-00138,2025-11-03,North,CUST-0138,Headphones,Accessories,7,98.96,692.72,245,447.72
ORD-00139,2025-07-09,North,CUST-0093,Printer,Electronics,7,205.06,1435.42,630,805.42
ORD-00140,2025-01-26,West,CUST-0092,Keyboard,Accessories,6,62.8,376.8,150,226.8
ORD-00141,2025-09-25,East,CUST-0017,Office Chair,Furniture,3,236.51,709.53,360,349.53
ORD-00142,2025-01-15,West,CUST-0117,Headphones,Accessories,4,102.75,411.0,140,271.0
ORD-00143,2025-04-30,West,CUST-0017,Office Chair,Furniture,6,237.88,1427.28,720,707.28
ORD-00144,2025-09-16,East,CUST-0116,Office Chair,Furniture,5,257.08,1285.4,600,685.4
ORD-00145,2025-02-24,North,CUST-0091,Desk,Furniture,5,356.64,1783.2,750,1033.2
ORD-00146,2025-10-16,North,CUST-0094,Keyboard,Accessories,7,61.21,428.47,175,253.47
ORD-00147,2025-09-08,South,CUST-0129,Desk,Furniture,6,368.21,2209.26,900,1309.26
ORD-00148,2025-12-24,North,CUST-0120,Keyboard,Accessories,4,57.17,228.68,100,128.68
ORD-00149,2025-11-18,West,CUST-0021,Printer,Electronics,7,225.48,1578.36,630,948.36
ORD-00150,2025-02-20,North,CUST-0144,Monitor,Electronics,4,304.45,1217.8,720,497.8
ORD-00151,2025-08-06,South,CUST-0017,Keyboard,Accessories,2,60.86,121.72,50,71.72
ORD-00152,2025-11-11,South,CUST-0104,Monitor,Electronics,1,316.22,316.22,180,136.22
ORD-00153,2025-02-14,East,CUST-0034,Printer,Electronics,4,204.35,817.4,360,457.4
ORD-00154,2025-02-24,South,CUST-0056,Office Chair,Furniture,5,235.38,1176.9,600,576.9
ORD-00155,2025-05-17,South,CUST-0105,Printer,Electronics,3,220.37,661.11,270,391.11
ORD-00156,2025-04-04,West,CUST-0045,Laptop,Electronics,4,949.9,3799.6,2600,1199.6
ORD-00157,2025-06-30,West,CUST-0038,Office Chair,Furniture,2,246.18,492.36,240,252.36
ORD-00158,2025-11-07,North,CUST-0136,Keyboard,Accessories,1,55.71,55.71,25,30.71
ORD-00159,2025-02-17,West,CUST-0056,Keyboard,Accessories,3,59.16,177.48,75,102.48
ORD-00160,2025-12-19,North,CUST-0115,Keyboard,Accessories,1,57.06,57.06,25,32.06
ORD-00161,2025-09-28,South,CUST-0064,Laptop,Electronics,2,937.02,1874.04,1300,574.04
ORD-00162,2025-06-17,East,CUST-0061,Printer,Electronics,6,209.74,1258.44,540,718.44
ORD-00163,2025-03-10,East,CUST-0104,Printer,Electronics,7,224.3,1570.1,630,940.1
ORD-00164,2025-03-07,South,CUST-0004,Printer,Electronics,6,210.83,1264.98,540,724.98
ORD-00165,2025-07-31,East,CUST-0020,Monitor,Electronics,7,301.18,2108.26,1260,848.26
ORD-00166,2025-09-13,West,CUST-0149,Laptop,Electronics,1,913.18,913.18,650,263.18
ORD-00167,2025-07-12,South,CUST-0051,Laptop,Electronics,6,939.26,5635.56,3900,1735.56
ORD-00168,2025-06-26,East,CUST-0147,Printer,Electronics,1,227.87,227.87,90,137.87
ORD-00169,2025-07-20,East,CUST-0041,Desk,Furniture,6,359.25,2155.5,900,1255.5
ORD-00170,2025-06-08,East,CUST-0023,Headphones,Accessories,5,101.28,506.4,175,331.4
ORD-00171,2025-08-30,South,CUST-0149,Mouse,Accessories,5,39.54,197.7,75,122.7
ORD-00172,2025-09-23,North,CUST-0132,Office Chair,Furniture,4,247.85,991.4,480,511.4
ORD-00173,2025-06-18,South,CUST-0062,Mouse,Accessories,1,38.91,38.91,15,23.91
ORD-00174,2025-09-16,North,CUST-0029,Desk,Furniture,1,330.56,330.56,150,180.56
ORD-00175,2025-11-30,West,CUST-0074,Office Chair,Furniture,1,257.03,257.03,120,137.03
ORD-00176,2025-08-01,North,CUST-0062,Headphones,Accessories,2,94.47,188.94,70,118.94
ORD-00177,2025-04-03,East,CUST-0099,Keyboard,Accessories,3,64.34,193.02,75,118.02
ORD-00178,2025-11-28,North,CUST-0035,Printer,Electronics,1,234.37,234.37,90,144.37
ORD-00179,2025-08-19,South,CUST-0040,Laptop,Electronics,7,944.58,6612.06,4550,2062.06
ORD-00180,2025-06-17,South,CUST-0073,Office Chair,Furniture,6,236.96,1421.76,720,701.76
ORD-00181,2025-09-18,East,CUST-0090,Mouse,Accessories,3,42.3,126.9,45,81.9
ORD-00182,2025-10-21,East,CUST-0048,Laptop,Electronics,3,885.57,2656.71,1950,706.71
ORD-00183,2025-08-22,South,CUST-0014,Office Chair,Furniture,5,254.02,1270.1,600,670.1
ORD-00184,2025-08-25,West,CUST-0057,Printer,Electronics,1,205.95,205.95,90,115.95
ORD-00185,2025-01-05,East,CUST-0078,Office Chair,Furniture,1,267.36,267.36,120,147.36
ORD-00186,2025-09-07,East,CUST-0068,Desk,Furniture,5,354.75,1773.75,750,1023.75
ORD-00187,2025-07-31,North,CUST-0003,Headphones,Accessories,1,99.07,99.07,35,64.07
ORD-00188,2025-09-11,East,CUST-0106,Desk,Furniture,2,355.19,710.38,300,410.38
ORD-00189,2025-10-13,North,CUST-0133,Office Chair,Furniture,6,251.6,1509.6,720,789.6
ORD-00190,2025-01-16,West,CUST-0037,Laptop,Electronics,5,950.92,4754.6,3250,1504.6
ORD-00191,2025-02-20,South,CUST-0107,Desk,Furniture,5,369.12,1845.6,750,1095.6
ORD-00192,2025-03-21,West,CUST-0141,Laptop,Electronics,6,844.98,5069.88,3900,1169.88
ORD-00193,2025-05-05,North,CUST-0062,Headphones,Accessories,2,98.42,196.84,70,126.84
ORD-00194,2025-10-14,North,CUST-0127,Mouse,Accessories,3,41.11,123.33,45,78.33
ORD-00195,2025-08-21,West,CUST-0119,Headphones,Accessories,6,94.65,567.9,210,357.9
ORD-00196,2025-01-07,East,CUST-0119,Laptop,Electronics,2,909.64,1819.28,1300,519.28
ORD-00197,2025-03-14,North,CUST-0119,Desk,Furniture,3,352.07,1056.21,450,606.21
ORD-00198,2025-05-23,East,CUST-0023,Desk,Furniture,6,361.38,2168.28,900,1268.28
ORD-00199,2025-03-25,South,CUST-0093,Headphones,Accessories,7,104.26,729.82,245,484.82
ORD-00200,2025-09-13,North,CUST-0001,Office Chair,Furniture,2,248.2,496.4,240,256.4
ORD-00201,2025-12-11,North,CUST-0118,Laptop,Electronics,5,874.93,4374.65,3250,1124.65
ORD-00202,2025-01-22,North,CUST-0145,Monitor,Electronics,3,318.1,954.3,540,414.3
ORD-00203,2025-12-27,South,CUST-0037,Mouse,Accessories,4,37.02,148.08,60,88.08
ORD-00204,2025-09-11,West,CUST-0135,Laptop,Electronics,3,908.14,2724.42,1950,774.42
ORD-00205,2025-04-09,West,CUST-0148,Printer,Electronics,3,221.82,665.46,270,395.46
ORD-00206,2025-02-04,West,CUST-0002,Mouse,Accessories,7,37.27,260.89,105,155.89
ORD-00207,2025-08-09,East,CUST-0071,Headphones,Accessories,3,93.2,279.6,105,174.6
ORD-00208,2025-10-26,East,CUST-0070,Keyboard,Accessories,6,55.77,334.62,150,184.62
ORD-00209,2025-05-23,East,CUST-0060,Printer,Electronics,3,220.47,661.41,270,391.41
ORD-00210,2025-01-28,South,CUST-0113,Laptop,Electronics,6,865.29,5191.74,3900,1291.74
ORD-00211,2025-07-25,South,CUST-0113,Monitor,Electronics,2,318.35,636.7,360,276.7
ORD-00212,2025-09-03,East,CUST-0092,Mouse,Accessories,7,39.63,277.41,105,172.41
ORD-00213,2025-10-01,West,CUST-0004,Laptop,Electronics,4,964.3,3857.2,2600,1257.2
ORD-00214,2025-05-03,East,CUST-0135,Keyboard,Accessories,3,59.6,178.8,75,103.8
ORD-00215,2025-10-15,East,CUST-0088,Mouse,Accessories,5,37.56,187.8,75,112.8
ORD-00216,2025-03-23,East,CUST-0046,Monitor,Electronics,3,279.45,838.35,540,298.35
ORD-00217,2025-08-20,South,CUST-0068,Headphones,Accessories,4,94.18,376.72,140,236.72
ORD-00218,2025-09-15,West,CUST-0094,Keyboard,Accessories,5,60.89,304.45,125,179.45
ORD-00219,2025-09-03,East,CUST-0106,Monitor,Electronics,7,285.09,1995.63,1260,735.63
ORD-00220,2025-12-17,West,CUST-0148,Office Chair,Furniture,2,244.71,489.42,240,249.42
ORD-00221,2025-05-06,South,CUST-0080,Printer,Electronics,6,218.97,1313.82,540,773.82
ORD-00222,2025-12-01,North,CUST-0079,Monitor,Electronics,2,276.23,552.46,360,192.46
ORD-00223,2025-01-08,South,CUST-0112,Printer,Electronics,7,233.6,1635.2,630,1005.2
ORD-00224,2025-08-11,North,CUST-0081,Laptop,Electronics,4,857.11,3428.44,2600,828.44
ORD-00225,2025-06-29,North,CUST-0081,Monitor,Electronics,3,288.61,865.83,540,325.83
ORD-00226,2025-02-27,North,CUST-0007,Laptop,Electronics,5,853.69,4268.45,3250,1018.45
ORD-00227,2025-02-01,North,CUST-0052,Headphones,Accessories,6,95.23,571.38,210,361.38
ORD-00228,2025-07-07,West,CUST-0008,Mouse,Accessories,1,42.78,42.78,15,27.78
ORD-00229,2025-11-22,South,CUST-0144,Laptop,Electronics,5,845.58,4227.9,3250,977.9
ORD-00230,2025-05-06,West,CUST-0113,Printer,Electronics,4,218.18,872.72,360,512.72
ORD-00231,2025-05-07,West,CUST-0119,Mouse,Accessories,1,42.19,42.19,15,27.19
ORD-00232,2025-09-12,East,CUST-0146,Desk,Furniture,6,346.41,2078.46,900,1178.46
ORD-00233,2025-11-20,East,CUST-0002,Office Chair,Furniture,2,254.41,508.82,240,268.82
ORD-00234,2025-12-18,North,CUST-0113,Desk,Furniture,5,376.09,1880.45,750,1130.45
ORD-00235,2025-08-14,East,CUST-0065,Office Chair,Furniture,6,231.94,1391.64,720,671.64
ORD-00236,2025-08-14,West,CUST-0037,Desk,Furniture,3,354.68,1064.04,450,614.04
ORD-00237,2025-04-14,West,CUST-0104,Mouse,Accessories,5,41.29,206.45,75,131.45
ORD-00238,2025-05-21,East,CUST-0058,Mouse,Accessories,3,43.14,129.42,45,84.42
ORD-00239,2025-09-21,East,CUST-0039,Laptop,Electronics,6,901.85,5411.1,3900,1511.1
ORD-00240,2025-06-16,South,CUST-0086,Mouse,Accessories,2,37.43,74.86,30,44.86
ORD-00241,2025-09-09,North,CUST-0131,Office Chair,Furniture,1,233.73,233.73,120,113.73
ORD-00242,2025-03-16,South,CUST-0036,Monitor,Electronics,1,319.61,319.61,180,139.61
ORD-00243,2025-11-15,West,CUST-0093,Headphones,Accessories,3,102.64,307.92,105,202.92
ORD-00244,2025-01-28,East,CUST-0028,Office Chair,Furniture,3,243.33,729.99,360,369.99
ORD-00245,2025-04-01,South,CUST-0052,Printer,Electronics,1,224.71,224.71,90,134.71
ORD-00246,2025-10-16,West,CUST-0004,Printer,Electronics,1,228.17,228.17,90,138.17
ORD-00247,2025-07-09,South,CUST-0140,Office Chair,Furniture,6,236.18,1417.08,720,697.08
ORD-00248,2025-04-05,East,CUST-0102,Laptop,Electronics,4,835.92,3343.68,2600,743.68
ORD-00249,2025-05-28,East,CUST-0044,Headphones,Accessories,6,107.23,643.38,210,433.38
ORD-00250,2025-11-23,East,CUST-0074,Keyboard,Accessories,3,56.83,170.49,75,95.49
ORD-00251,2025-01-12,North,CUST-0028,Laptop,Electronics,2,920.87,1841.74,1300,541.74
ORD-00252,2025-09-07,North,CUST-0054,Desk,Furniture,3,344.4,1033.2,450,583.2
ORD-00253,2025-11-13,East,CUST-0105,Keyboard,Accessories,5,59.84,299.2,125,174.2
ORD-00254,2025-11-08,East,CUST-0122,Printer,Electronics,5,215.5,1077.5,450,627.5
ORD-00255,2025-10-17,South,CUST-0059,Monitor,Electronics,5,299.02,1495.1,900,595.1
ORD-00256,2025-09-09,North,CUST-0097,Headphones,Accessories,6,99.33,595.98,210,385.98
ORD-00257,2025-09-18,West,CUST-0130,Headphones,Accessories,4,92.95,371.8,140,231.8
ORD-00258,2025-09-25,West,CUST-0095,Mouse,Accessories,4,41.69,166.76,60,106.76
ORD-00259,2025-12-03,North,CUST-0058,Printer,Electronics,6,208.52,1251.12,540,711.12
ORD-00260,2025-02-01,South,CUST-0029,Headphones,Accessories,4,106.36,425.44,140,285.44
ORD-00261,2025-06-08,North,CUST-0069,Keyboard,Accessories,2,59.22,118.44,50,68.44
ORD-00262,2025-01-03,North,CUST-0103,Office Chair,Furniture,2,250.93,501.86,240,261.86
ORD-00263,2025-03-27,North,CUST-0042,Laptop,Electronics,7,860.85,6025.95,4550,1475.95
ORD-00264,2025-05-27,North,CUST-0139,Desk,Furniture,5,353.94,1769.7,750,1019.7
ORD-00265,2025-11-17,South,CUST-0093,Monitor,Electronics,1,283.57,283.57,180,103.57
ORD-00266,2025-10-19,South,CUST-0102,Keyboard,Accessories,2,63.89,127.78,50,77.78
ORD-00267,2025-05-29,North,CUST-0148,Laptop,Electronics,7,971.54,6800.78,4550,2250.78
ORD-00268,2025-07-17,South,CUST-0021,Keyboard,Accessories,7,58.03,406.21,175,231.21
ORD-00269,2025-08-07,East,CUST-0092,Laptop,Electronics,5,957.08,4785.4,3250,1535.4
ORD-00270,2025-08-03,North,CUST-0091,Office Chair,Furniture,7,252.69,1768.83,840,928.83
ORD-00271,2025-11-06,South,CUST-0024,Desk,Furniture,1,353.21,353.21,150,203.21
ORD-00272,2025-09-10,West,CUST-0108,Monitor,Electronics,3,301.51,904.53,540,364.53
ORD-00273,2025-12-25,North,CUST-0045,Laptop,Electronics,3,950.53,2851.59,1950,901.59
ORD-00274,2025-10-15,East,CUST-0029,Headphones,Accessories,6,92.18,553.08,210,343.08
ORD-00275,2025-02-02,East,CUST-0116,Printer,Electronics,7,232.62,1628.34,630,998.34
ORD-00276,2025-11-16,South,CUST-0067,Headphones,Accessories,7,92.75,649.25,245,404.25
ORD-00277,2025-09-24,South,CUST-0107,Keyboard,Accessories,2,60.08,120.16,50,70.16
ORD-00278,2025-02-06,North,CUST-0129,Desk,Furniture,2,363.5,727.0,300,427.0
ORD-00279,2025-02-05,North,CUST-0133,Printer,Electronics,4,236.64,946.56,360,586.56
ORD-00280,2025-07-27,West,CUST-0146,Laptop,Electronics,7,956.86,6698.02,4550,2148.02
